Date,SOI,PDO,AO,Year,Month,Day,Hour,PC1,PC2,PC1_2_Amp
1996-10-04,,,,1996,10,4,,0.71073,-0.19112,0.73598
1996-10-05,,,,1996,10,5,,0.74112,-0.25234,0.7829
1996-10-06,,,,1996,10,6,,0.67008,-0.315,0.74043
1996-10-07,,,,1996,10,7,,0.55517,-0.38906,0.67792
1996-10-08,,,,1996,10,8,,0.51292,-0.32543,0.60745
1996-10-09,,,,1996,10,9,,0.51731,-0.224,0.56372
1996-10-10,,,,1996,10,10,,0.45554,-0.15795,0.48214
1996-10-11,,,,1996,10,11,,0.4046,-0.03762,0.40634
1996-10-12,,,,1996,10,12,,0.38956,0.03441,0.39108
1996-10-13,,,,1996,10,13,,0.35353,0.09103,0.36506
1996-10-14,,,,1996,10,14,,0.23503,0.19348,0.30443
1996-10-15,,,,1996,10,15,,0.15153,0.29314,0.32999
1996-10-16,,,,1996,10,16,,0.0086,0.38725,0.38734
1996-10-17,,,,1996,10,17,,-0.17134,0.44931,0.48087
1996-10-18,,,,1996,10,18,,-0.32376,0.55051,0.63866
1996-10-19,,,,1996,10,19,,-0.48119,0.6692,0.82424
1996-10-20,,,,1996,10,20,,-0.61432,0.78449,0.9964
1996-10-21,,,,1996,10,21,,-0.81701,0.87172,1.19474
1996-10-22,,,,1996,10,22,,-1.02677,0.92601,1.38266
1996-10-23,,,,1996,10,23,,-1.15709,0.88818,1.45867
1996-10-24,,,,1996,10,24,,-1.26451,0.78897,1.49045
1996-10-25,,,,1996,10,25,,-1.32988,0.63108,1.47203
1996-10-26,,,,1996,10,26,,-1.38374,0.53079,1.48206
1996-10-27,,,,1996,10,27,,-1.43473,0.44336,1.50168
1996-10-28,,,,1996,10,28,,-1.52714,0.33061,1.56251
1996-10-29,,,,1996,10,29,,-1.61379,0.18769,1.62467
1996-10-30,,,,1996,10,30,,-1.70659,0.07826,1.70839
1996-10-31,,,,1996,10,31,,-1.78314,-0.01436,1.7832
1996-11-01,-0.21,0.562,0.136,1996,11,1,,-1.85963,-0.06647,1.86082
1996-11-02,,,,1996,11,2,,-1.92487,-0.10711,1.92785
1996-11-03,,,,1996,11,3,,-1.95289,-0.16103,1.95952
1996-11-04,,,,1996,11,4,,-1.9877,-0.35978,2.02
1996-11-05,,,,1996,11,5,,-2.04393,-0.65135,2.14521
1996-11-06,,,,1996,11,6,,-1.96571,-0.87474,2.15156
1996-11-07,,,,1996,11,7,,-1.82948,-1.05092,2.10984
1996-11-08,,,,1996,11,8,,-1.57853,-1.20483,1.98579
1996-11-09,,,,1996,11,9,,-1.2998,-1.3869,1.90078
1996-11-10,,,,1996,11,10,,-1.03014,-1.59645,1.89996
1996-11-11,,,,1996,11,11,,-0.86515,-1.72154,1.92671
1996-11-12,,,,1996,11,12,,-0.65506,-1.83748,1.95075
1996-11-13,,,,1996,11,13,,-0.42321,-1.84711,1.89497
1996-11-14,,,,1996,11,14,,-0.18092,-1.77414,1.78334
1996-11-15,,,,1996,11,15,,-0.04072,-1.72946,1.72994
1996-11-16,,,,1996,11,16,,0.10411,-1.68555,1.68876
1996-11-17,,,,1996,11,17,,0.22276,-1.59418,1.60967
1996-11-18,,,,1996,11,18,,0.37347,-1.42877,1.47678
1996-11-19,,,,1996,11,19,,0.60546,-1.2404,1.38028
1996-11-20,,,,1996,11,20,,0.91957,-0.91663,1.29839
1996-11-21,,,,1996,11,21,,1.11624,-0.49495,1.22105
1996-11-22,,,,1996,11,22,,1.1964,-0.20564,1.21394
1996-11-23,,,,1996,11,23,,1.28729,-0.09986,1.29116
1996-11-24,,,,1996,11,24,,1.38081,-0.10293,1.38464
1996-11-25,,,,1996,11,25,,1.43142,-0.09255,1.43441
1996-11-26,,,,1996,11,26,,1.4654,-0.06564,1.46687
1996-11-27,,,,1996,11,27,,1.56028,-0.08078,1.56237
1996-11-28,,,,1996,11,28,,1.58474,0.04474,1.58538
1996-11-29,,,,1996,11,29,,1.5511,0.13363,1.55685
1996-11-30,,,,1996,11,30,,1.48025,0.24497,1.50038
1996-12-01,0.71,0.102,-1.721,1996,12,1,,1.52256,0.40151,1.57461
1996-12-02,,,,1996,12,2,,1.61014,0.58984,1.71478
1996-12-03,,,,1996,12,3,,1.72524,0.78022,1.89346
1996-12-04,,,,1996,12,4,,1.77599,0.91663,1.99859
1996-12-05,,,,1996,12,5,,1.80628,0.96398,2.04741
1996-12-06,,,,1996,12,6,,1.79587,1.05809,2.0844
1996-12-07,,,,1996,12,7,,1.73264,1.05877,2.03053
1996-12-08,,,,1996,12,8,,1.67736,1.11311,2.01309
1996-12-09,,,,1996,12,9,,1.58365,1.13273,1.94706
1996-12-10,,,,1996,12,10,,1.32751,1.17691,1.77409
1996-12-11,,,,1996,12,11,,0.98014,1.22366,1.56781
1996-12-12,,,,1996,12,12,,0.62136,1.29923,1.44017
1996-12-13,,,,1996,12,13,,0.26317,1.36189,1.38709
1996-12-14,,,,1996,12,14,,-0.12357,1.40217,1.4076
1996-12-15,,,,1996,12,15,,-0.54203,1.37685,1.4797
1996-12-16,,,,1996,12,16,,-0.9521,1.31579,1.62413
1996-12-17,,,,1996,12,17,,-1.33239,1.20498,1.79646
1996-12-18,,,,1996,12,18,,-1.70688,1.05157,2.0048
1996-12-19,,,,1996,12,19,,-2.01741,0.83666,2.18402
1996-12-20,,,,1996,12,20,,-2.22278,0.51876,2.28251
1996-12-21,,,,1996,12,21,,-2.38466,0.19984,2.39302
1996-12-22,,,,1996,12,22,,-2.49845,-0.121,2.50137
1996-12-23,,,,1996,12,23,,-2.52064,-0.41579,2.5547
1996-12-24,,,,1996,12,24,,-2.35861,-0.71581,2.46484
1996-12-25,,,,1996,12,25,,-2.11773,-0.98528,2.33571
1996-12-26,,,,1996,12,26,,-1.93338,-1.2423,2.2981
1996-12-27,,,,1996,12,27,,-1.72335,-1.52918,2.30398
1996-12-28,,,,1996,12,28,,-1.4995,-1.73381,2.2923
1996-12-29,,,,1996,12,29,,-1.28371,-1.81663,2.22442
1996-12-30,,,,1996,12,30,,-1.06181,-1.86013,2.14185
1996-12-31,,,,1996,12,31,,-0.84647,-1.8704,2.05302
1997-01-01,0.29,0.611,-0.457,1997,1,1,,-0.65394,-1.91348,2.02214
1997-01-02,,,,1997,1,2,,-0.58025,-1.90942,1.99564
1997-01-03,,,,1997,1,3,,-0.56176,-1.92707,2.00728
1997-01-04,,,,1997,1,4,,-0.48302,-1.97477,2.03298
1997-01-05,,,,1997,1,5,,-0.41141,-1.9718,2.01426
1997-01-06,,,,1997,1,6,,-0.27925,-1.9848,2.00435
1997-01-07,,,,1997,1,7,,-0.12451,-1.97007,1.974
1997-01-08,,,,1997,1,8,,0.04573,-1.9388,1.93934
1997-01-09,,,,1997,1,9,,0.20063,-1.91824,1.9287
1997-01-10,,,,1997,1,10,,0.38631,-1.80579,1.84665
1997-01-11,,,,1997,1,11,,0.52023,-1.65331,1.73323
1997-01-12,,,,1997,1,12,,0.64581,-1.50207,1.63502
1997-01-13,,,,1997,1,13,,0.75041,-1.28897,1.4915
1997-01-14,,,,1997,1,14,,0.85295,-1.00518,1.3183
1997-01-15,,,,1997,1,15,,0.87223,-0.66189,1.09493
1997-01-16,,,,1997,1,16,,0.85347,-0.30387,0.90595
1997-01-17,,,,1997,1,17,,0.84683,-0.02408,0.84717
1997-01-18,,,,1997,1,18,,0.85852,0.26071,0.89723
1997-01-19,,,,1997,1,19,,0.87698,0.45524,0.9881
1997-01-20,,,,1997,1,20,,0.9067,0.62341,1.10034
1997-01-21,,,,1997,1,21,,0.9522,0.78946,1.2369
1997-01-22,,,,1997,1,22,,0.98684,0.94269,1.36474
1997-01-23,,,,1997,1,23,,1.06104,1.04416,1.48865
1997-01-24,,,,1997,1,24,,1.20655,1.02834,1.58532
1997-01-25,,,,1997,1,25,,1.348,1.00148,1.6793
1997-01-26,,,,1997,1,26,,1.42915,1.02282,1.75745
1997-01-27,,,,1997,1,27,,1.46328,1.02355,1.78573
1997-01-28,,,,1997,1,28,,1.48394,0.93951,1.75635
1997-01-29,,,,1997,1,29,,1.48348,0.90114,1.73573
1997-01-30,,,,1997,1,30,,1.4918,0.90273,1.74367
1997-01-31,,,,1997,1,31,,1.4893,0.85833,1.71894
1997-02-01,1.21,0.533,1.889,1997,2,1,,1.40709,0.80365,1.62042
1997-02-02,,,,1997,2,2,,1.19599,0.84724,1.46568
1997-02-03,,,,1997,2,3,,1.03501,0.94879,1.40408
1997-02-04,,,,1997,2,4,,0.94112,1.04761,1.40826
1997-02-05,,,,1997,2,5,,0.88346,1.15502,1.45415
1997-02-06,,,,1997,2,6,,0.7819,1.30443,1.52083
1997-02-07,,,,1997,2,7,,0.67973,1.37446,1.53335
1997-02-08,,,,1997,2,8,,0.56469,1.43095,1.53834
1997-02-09,,,,1997,2,9,,0.42973,1.50056,1.56088
1997-02-10,,,,1997,2,10,,0.3799,1.60819,1.65245
1997-02-11,,,,1997,2,11,,0.4583,1.74977,1.80879
1997-02-12,,,,1997,2,12,,0.50384,1.80943,1.87827
1997-02-13,,,,1997,2,13,,0.4968,1.84542,1.91112
1997-02-14,,,,1997,2,14,,0.41796,1.90892,1.95414
1997-02-15,,,,1997,2,15,,0.33797,1.99648,2.02488
1997-02-16,,,,1997,2,16,,0.26661,2.12562,2.14228
1997-02-17,,,,1997,2,17,,0.24628,2.23161,2.24515
1997-02-18,,,,1997,2,18,,0.22235,2.27416,2.285
1997-02-19,,,,1997,2,19,,0.06389,2.28122,2.28211
1997-02-20,,,,1997,2,20,,-0.2127,2.24685,2.25689
1997-02-21,,,,1997,2,21,,-0.56505,2.15348,2.22638
1997-02-22,,,,1997,2,22,,-0.97661,1.92629,2.15971
1997-02-23,,,,1997,2,23,,-1.43781,1.47683,2.06114
1997-02-24,,,,1997,2,24,,-1.8675,0.84453,2.04958
1997-02-25,,,,1997,2,25,,-2.10748,0.16193,2.1137
1997-02-26,,,,1997,2,26,,-2.24241,-0.49735,2.2969
1997-02-27,,,,1997,2,27,,-2.33016,-1.02078,2.54394
1997-02-28,,,,1997,2,28,,-2.36033,-1.44649,2.7683
1997-03-01,-1.09,0.604,1.091,1997,3,1,,-2.41247,-1.69446,2.94808
1997-03-02,,,,1997,3,2,,-2.42778,-1.93973,3.10752
1997-03-03,,,,1997,3,3,,-2.49789,-2.06869,3.24329
1997-03-04,,,,1997,3,4,,-2.56332,-2.10192,3.31492
1997-03-05,,,,1997,3,5,,-2.59083,-2.04615,3.30138
1997-03-06,,,,1997,3,6,,-2.66816,-1.93863,3.29808
1997-03-07,,,,1997,3,7,,-2.72597,-1.81449,3.27465
1997-03-08,,,,1997,3,8,,-2.75088,-1.79938,3.28711
1997-03-09,,,,1997,3,9,,-2.78774,-1.85346,3.34765
1997-03-10,,,,1997,3,10,,-2.87758,-1.93229,3.46615
1997-03-11,,,,1997,3,11,,-2.92028,-2.04903,3.56743
1997-03-12,,,,1997,3,12,,-2.83401,-2.28396,3.63979
1997-03-13,,,,1997,3,13,,-2.61911,-2.56746,3.66764
1997-03-14,,,,1997,3,14,,-2.25393,-2.93052,3.69705
1997-03-15,,,,1997,3,15,,-1.69242,-3.32423,3.73025
1997-03-16,,,,1997,3,16,,-1.04845,-3.59226,3.74214
1997-03-17,,,,1997,3,17,,-0.47711,-3.66171,3.69267
1997-03-18,,,,1997,3,18,,0.02383,-3.60054,3.60062
1997-03-19,,,,1997,3,19,,0.44419,-3.54061,3.56836
1997-03-20,,,,1997,3,20,,0.77255,-3.43631,3.52208
1997-03-21,,,,1997,3,21,,1.06084,-3.33586,3.50048
1997-03-22,,,,1997,3,22,,1.30196,-3.28434,3.53298
1997-03-23,,,,1997,3,23,,1.58418,-3.29012,3.65165
1997-03-24,,,,1997,3,24,,1.92843,-3.29021,3.8137
1997-03-25,,,,1997,3,25,,2.29002,-3.26248,3.98597
1997-03-26,,,,1997,3,26,,2.59455,-3.11366,4.05297
1997-03-27,,,,1997,3,27,,2.80599,-2.83971,3.99218
1997-03-28,,,,1997,3,28,,2.98034,-2.51928,3.90246
1997-03-29,,,,1997,3,29,,3.00785,-2.21486,3.73534
1997-03-30,,,,1997,3,30,,2.88967,-1.82659,3.41857
1997-03-31,,,,1997,3,31,,2.83566,-1.41125,3.16743
1997-04-01,-1.55,0.849,0.324,1997,4,1,,2.75102,-0.99571,2.92568
1997-04-02,,,,1997,4,2,,2.64829,-0.52406,2.69965
1997-04-03,,,,1997,4,3,,2.46321,-0.04311,2.46359
1997-04-04,,,,1997,4,4,,2.17493,0.36566,2.20545
1997-04-05,,,,1997,4,5,,1.82856,0.74274,1.97365
1997-04-06,,,,1997,4,6,,1.44376,1.17605,1.86213
1997-04-07,,,,1997,4,7,,1.14885,1.47855,1.87242
1997-04-08,,,,1997,4,8,,0.91535,1.66233,1.89768
1997-04-09,,,,1997,4,9,,0.61321,1.76846,1.87176
1997-04-10,,,,1997,4,10,,0.24374,1.84234,1.8584
1997-04-11,,,,1997,4,11,,-0.10302,1.77144,1.77444
1997-04-12,,,,1997,4,12,,-0.38967,1.65561,1.70085
1997-04-13,,,,1997,4,13,,-0.61069,1.47954,1.60062
1997-04-14,,,,1997,4,14,,-0.78199,1.20835,1.43931
1997-04-15,,,,1997,4,15,,-0.80188,0.80857,1.13877
1997-04-16,,,,1997,4,16,,-0.78619,0.47243,0.91721
1997-04-17,,,,1997,4,17,,-0.67935,0.15012,0.69574
1997-04-18,,,,1997,4,18,,-0.52789,-0.10522,0.53827
1997-04-19,,,,1997,4,19,,-0.33162,-0.27626,0.43161
1997-04-20,,,,1997,4,20,,-0.13461,-0.39575,0.41802
1997-04-21,,,,1997,4,21,,0.06546,-0.50627,0.51048
1997-04-22,,,,1997,4,22,,0.26012,-0.54657,0.60531
1997-04-23,,,,1997,4,23,,0.49102,-0.56365,0.74753
1997-04-24,,,,1997,4,24,,0.6651,-0.49335,0.8281
1997-04-25,,,,1997,4,25,,0.77973,-0.42946,0.89017
1997-04-26,,,,1997,4,26,,0.81101,-0.30881,0.86782
1997-04-27,,,,1997,4,27,,0.83321,-0.19956,0.85678
1997-04-28,,,,1997,4,28,,0.86032,-0.18348,0.87967
1997-04-29,,,,1997,4,29,,0.90807,-0.19833,0.92948
1997-04-30,,,,1997,4,30,,0.9213,-0.25086,0.95484
1997-05-01,-2.41,1.693,-0.961,1997,5,1,,0.94814,-0.35466,1.0123
1997-05-02,,,,1997,5,2,,0.95473,-0.43684,1.04992
1997-05-03,,,,1997,5,3,,0.98853,-0.57505,1.14362
1997-05-04,,,,1997,5,4,,1.06906,-0.69669,1.27603
1997-05-05,,,,1997,5,5,,1.22087,-0.81301,1.46681
1997-05-06,,,,1997,5,6,,1.38154,-0.81554,1.6043
1997-05-07,,,,1997,5,7,,1.50823,-0.69131,1.65912
1997-05-08,,,,1997,5,8,,1.56414,-0.51243,1.64594
1997-05-09,,,,1997,5,9,,1.63367,-0.24186,1.65148
1997-05-10,,,,1997,5,10,,1.65137,0.09304,1.65399
1997-05-11,,,,1997,5,11,,1.6842,0.47581,1.75012
1997-05-12,,,,1997,5,12,,1.64006,0.94031,1.89049
1997-05-13,,,,1997,5,13,,1.51867,1.40102,2.06621
1997-05-14,,,,1997,5,14,,1.20183,1.77094,2.14024
1997-05-15,,,,1997,5,15,,0.75984,2.02752,2.16523
1997-05-16,,,,1997,5,16,,0.29875,2.19416,2.2144
1997-05-17,,,,1997,5,17,,-0.18174,2.24065,2.24801
1997-05-18,,,,1997,5,18,,-0.69095,2.16128,2.26904
1997-05-19,,,,1997,5,19,,-1.24561,1.97319,2.33346
1997-05-20,,,,1997,5,20,,-1.79547,1.61791,2.41689
1997-05-21,,,,1997,5,21,,-2.26369,1.18936,2.55713
1997-05-22,,,,1997,5,22,,-2.59648,0.73293,2.69794
1997-05-23,,,,1997,5,23,,-2.7464,0.31726,2.76467
1997-05-24,,,,1997,5,24,,-2.83345,-0.14945,2.83739
1997-05-25,,,,1997,5,25,,-2.88778,-0.51808,2.93388
1997-05-26,,,,1997,5,26,,-2.83822,-0.79666,2.94791
1997-05-27,,,,1997,5,27,,-2.72892,-0.98969,2.90284
1997-05-28,,,,1997,5,28,,-2.51251,-1.13869,2.7585
1997-05-29,,,,1997,5,29,,-2.32412,-1.21926,2.62452
1997-05-30,,,,1997,5,30,,-2.10888,-1.30582,2.48044
1997-05-31,,,,1997,5,31,,-1.89544,-1.37907,2.34404
1997-06-01,-3.02,2.311,-0.815,1997,6,1,,-1.72709,-1.40194,2.22447
1997-06-02,,,,1997,6,2,,-1.53381,-1.3045,2.01352
1997-06-03,,,,1997,6,3,,-1.27316,-1.28843,1.81135
1997-06-04,,,,1997,6,4,,-1.04981,-1.28991,1.66312
1997-06-05,,,,1997,6,5,,-0.84475,-1.30655,1.55585
1997-06-06,,,,1997,6,6,,-0.63776,-1.30522,1.4527
1997-06-07,,,,1997,6,7,,-0.43623,-1.27009,1.34291
1997-06-08,,,,1997,6,8,,-0.26908,-1.19944,1.22925
1997-06-09,,,,1997,6,9,,-0.0668,-1.11349,1.11549
1997-06-10,,,,1997,6,10,,0.15635,-1.04244,1.0541
1997-06-11,,,,1997,6,11,,0.34249,-0.97959,1.03773
1997-06-12,,,,1997,6,12,,0.44764,-0.88977,0.99603
1997-06-13,,,,1997,6,13,,0.5311,-0.77561,0.94002
1997-06-14,,,,1997,6,14,,0.54238,-0.62663,0.82876
1997-06-15,,,,1997,6,15,,0.56709,-0.50458,0.75907
1997-06-16,,,,1997,6,16,,0.54569,-0.32586,0.63558
1997-06-17,,,,1997,6,17,,0.49767,-0.21367,0.5416
1997-06-18,,,,1997,6,18,,0.3774,-0.07953,0.38569
1997-06-19,,,,1997,6,19,,0.29076,0.07938,0.30141
1997-06-20,,,,1997,6,20,,0.22016,0.19594,0.29472
1997-06-21,,,,1997,6,21,,0.18982,0.29578,0.35145
1997-06-22,,,,1997,6,22,,0.18427,0.36159,0.40584
1997-06-23,,,,1997,6,23,,0.24829,0.38483,0.45798
1997-06-24,,,,1997,6,24,,0.30641,0.41991,0.51982
1997-06-25,,,,1997,6,25,,0.45834,0.42343,0.624
1997-06-26,,,,1997,6,26,,0.6054,0.54646,0.81556
1997-06-27,,,,1997,6,27,,0.78208,0.68558,1.04003
1997-06-28,,,,1997,6,28,,0.89401,0.85211,1.23505
1997-06-29,,,,1997,6,29,,0.91821,1.01085,1.36562
1997-06-30,,,,1997,6,30,,0.87514,1.18742,1.47507
1997-07-01,-0.91,1.462,-0.431,1997,7,1,,0.78001,1.34189,1.55212
1997-07-02,,,,1997,7,2,,0.65458,1.52262,1.65736
1997-07-03,,,,1997,7,3,,0.57371,1.65643,1.75297
1997-07-04,,,,1997,7,4,,0.44162,1.68259,1.73958
1997-07-05,,,,1997,7,5,,0.30963,1.6684,1.69689
1997-07-06,,,,1997,7,6,,0.13554,1.65698,1.66251
1997-07-07,,,,1997,7,7,,-0.00825,1.63037,1.63039
1997-07-08,,,,1997,7,8,,-0.10337,1.5443,1.54776
1997-07-09,,,,1997,7,9,,-0.19503,1.44675,1.45984
1997-07-10,,,,1997,7,10,,-0.29819,1.35438,1.38682
1997-07-11,,,,1997,7,11,,-0.30043,1.21747,1.25399
1997-07-12,,,,1997,7,12,,-0.31912,1.07807,1.12431
1997-07-13,,,,1997,7,13,,-0.31508,0.94406,0.99525
1997-07-14,,,,1997,7,14,,-0.31558,0.76442,0.827
1997-07-15,,,,1997,7,15,,-0.32612,0.5563,0.64485
1997-07-16,,,,1997,7,16,,-0.34012,0.4071,0.53048
1997-07-17,,,,1997,7,17,,-0.30746,0.36541,0.47756
1997-07-18,,,,1997,7,18,,-0.25868,0.32845,0.41809
1997-07-19,,,,1997,7,19,,-0.14799,0.34688,0.37713
1997-07-20,,,,1997,7,20,,-0.03989,0.38958,0.39161
1997-07-21,,,,1997,7,21,,-0.05839,0.43993,0.44379
1997-07-22,,,,1997,7,22,,-0.179,0.5147,0.54494
1997-07-23,,,,1997,7,23,,-0.30432,0.57646,0.65185
1997-07-24,,,,1997,7,24,,-0.36279,0.61,0.70973
1997-07-25,,,,1997,7,25,,-0.42037,0.54334,0.68697
1997-07-26,,,,1997,7,26,,-0.49954,0.3982,0.63883
1997-07-27,,,,1997,7,27,,-0.58236,0.21297,0.62008
1997-07-28,,,,1997,7,28,,-0.70622,-0.07451,0.71013
1997-07-29,,,,1997,7,29,,-0.87224,-0.35418,0.9414
1997-07-30,,,,1997,7,30,,-0.93442,-0.53614,1.07731
1997-07-31,,,,1997,7,31,,-0.87966,-0.66481,1.10262
1997-08-01,-2.31,2.117,0.121,1997,8,1,,-0.74515,-0.77854,1.07767
1997-08-02,,,,1997,8,2,,-0.64141,-0.87081,1.08154
1997-08-03,,,,1997,8,3,,-0.5858,-0.92361,1.09372
1997-08-04,,,,1997,8,4,,-0.51805,-0.94746,1.07984
1997-08-05,,,,1997,8,5,,-0.40785,-0.92509,1.011
1997-08-06,,,,1997,8,6,,-0.31357,-0.83116,0.88834
1997-08-07,,,,1997,8,7,,-0.22494,-0.85341,0.88256
1997-08-08,,,,1997,8,8,,-0.16236,-0.98353,0.99684
1997-08-09,,,,1997,8,9,,-0.10201,-1.06528,1.07015
1997-08-10,,,,1997,8,10,,-0.05918,-1.12963,1.13118
1997-08-11,,,,1997,8,11,,-0.03802,-1.25151,1.25209
1997-08-12,,,,1997,8,12,,-0.01207,-1.3299,1.32995
1997-08-13,,,,1997,8,13,,0.00884,-1.30359,1.30362
1997-08-14,,,,1997,8,14,,0.04691,-1.31308,1.31391
1997-08-15,,,,1997,8,15,,0.05937,-1.34198,1.3433
1997-08-16,,,,1997,8,16,,0.03095,-1.18276,1.18316
1997-08-17,,,,1997,8,17,,0.01077,-0.92897,0.92904
1997-08-18,,,,1997,8,18,,-0.05803,-0.70884,0.71122
1997-08-19,,,,1997,8,19,,-0.12944,-0.49977,0.51626
1997-08-20,,,,1997,8,20,,-0.2249,-0.28729,0.36485
1997-08-21,,,,1997,8,21,,-0.29683,-0.09681,0.31222
1997-08-22,,,,1997,8,22,,-0.34372,0.00558,0.34376
1997-08-23,,,,1997,8,23,,-0.3887,0.04741,0.39158
1997-08-24,,,,1997,8,24,,-0.35149,0.07768,0.35997
1997-08-25,,,,1997,8,25,,-0.25175,0.05457,0.2576
1997-08-26,,,,1997,8,26,,-0.07429,-0.02846,0.07956
1997-08-27,,,,1997,8,27,,0.16895,-0.16196,0.23404
1997-08-28,,,,1997,8,28,,0.37189,-0.25295,0.44976
1997-08-29,,,,1997,8,29,,0.61681,-0.29712,0.68465
1997-08-30,,,,1997,8,30,,0.85069,-0.35605,0.92219
1997-08-31,,,,1997,8,31,,1.01987,-0.41352,1.10052
1997-09-01,-1.55,1.787,0.195,1997,9,1,,1.12602,-0.41557,1.20026
1997-09-02,,,,1997,9,2,,1.16857,-0.35817,1.22223
1997-09-03,,,,1997,9,3,,1.18257,-0.30319,1.22082
1997-09-04,,,,1997,9,4,,1.07073,-0.21744,1.09259
1997-09-05,,,,1997,9,5,,1.04045,-0.16256,1.05307
1997-09-06,,,,1997,9,6,,1.01952,-0.21689,1.04234
1997-09-07,,,,1997,9,7,,0.96806,-0.2958,1.01225
1997-09-08,,,,1997,9,8,,0.94976,-0.38286,1.02403
1997-09-09,,,,1997,9,9,,0.8974,-0.44557,1.00193
1997-09-10,,,,1997,9,10,,0.76031,-0.39165,0.85525
1997-09-11,,,,1997,9,11,,0.69171,-0.39176,0.79495
1997-09-12,,,,1997,9,12,,0.60923,-0.39993,0.72877
1997-09-13,,,,1997,9,13,,0.60071,-0.38687,0.71451
1997-09-14,,,,1997,9,14,,0.41294,-0.27113,0.494
1997-09-15,,,,1997,9,15,,0.14268,-0.0907,0.16907
1997-09-16,,,,1997,9,16,,-0.11871,0.11006,0.16187
1997-09-17,,,,1997,9,17,,-0.3928,0.2925,0.48974
1997-09-18,,,,1997,9,18,,-0.53358,0.41402,0.67537
1997-09-19,,,,1997,9,19,,-0.61391,0.41174,0.73919
1997-09-20,,,,1997,9,20,,-0.74706,0.4026,0.84863
1997-09-21,,,,1997,9,21,,-0.8256,0.36916,0.90437
1997-09-22,,,,1997,9,22,,-0.82695,0.29452,0.87783
1997-09-23,,,,1997,9,23,,-0.69639,0.21498,0.72882
1997-09-24,,,,1997,9,24,,-0.468,0.12015,0.48318
1997-09-25,,,,1997,9,25,,-0.28909,0.03072,0.29071
1997-09-26,,,,1997,9,26,,-0.15115,-0.03179,0.15446
1997-09-27,,,,1997,9,27,,-0.07625,-0.04947,0.0909
1997-09-28,,,,1997,9,28,,0.04478,-0.06745,0.08096
1997-09-29,,,,1997,9,29,,0.15419,-0.06161,0.16604
1997-09-30,,,,1997,9,30,,0.27135,-0.05488,0.27684
1997-10-01,-1.69,1.589,-0.7,1997,10,1,,0.27548,-0.0066,0.27556
1997-10-02,,,,1997,10,2,,0.25904,0.0065,0.25912
1997-10-03,,,,1997,10,3,,0.22059,-0.01278,0.22096
1997-10-04,,,,1997,10,4,,0.2279,-0.06194,0.23617
1997-10-05,,,,1997,10,5,,0.27467,-0.15393,0.31487
1997-10-06,,,,1997,10,6,,0.35311,-0.29172,0.45802
1997-10-07,,,,1997,10,7,,0.42789,-0.3761,0.56969
1997-10-08,,,,1997,10,8,,0.55247,-0.48515,0.73525
1997-10-09,,,,1997,10,9,,0.70959,-0.56907,0.90959
1997-10-10,,,,1997,10,10,,0.86336,-0.60108,1.05199
1997-10-11,,,,1997,10,11,,0.95614,-0.59636,1.12688
1997-10-12,,,,1997,10,12,,0.94096,-0.55557,1.09273
1997-10-13,,,,1997,10,13,,0.8951,-0.58361,1.06855
1997-10-14,,,,1997,10,14,,0.83186,-0.598,1.0245
1997-10-15,,,,1997,10,15,,0.76427,-0.51925,0.92397
1997-10-16,,,,1997,10,16,,0.68531,-0.432,0.8101
1997-10-17,,,,1997,10,17,,0.58698,-0.30313,0.66063
1997-10-18,,,,1997,10,18,,0.43163,-0.20238,0.47672
1997-10-19,,,,1997,10,19,,0.32116,-0.12822,0.34581
1997-10-20,,,,1997,10,20,,0.19921,-0.08186,0.21537
1997-10-21,,,,1997,10,21,,0.12382,-0.04554,0.13193
1997-10-22,,,,1997,10,22,,0.09009,0.06008,0.10829
1997-10-23,,,,1997,10,23,,-0.0247,0.14389,0.146
1997-10-24,,,,1997,10,24,,-0.17399,0.21087,0.27338
1997-10-25,,,,1997,10,25,,-0.28029,0.19311,0.34037
1997-10-26,,,,1997,10,26,,-0.36364,0.1365,0.38841
1997-10-27,,,,1997,10,27,,-0.41196,0.11979,0.42903
1997-10-28,,,,1997,10,28,,-0.42805,0.08429,0.43627
1997-10-29,,,,1997,10,29,,-0.36761,0.0678,0.37381
1997-10-30,,,,1997,10,30,,-0.24869,0.03454,0.25107
1997-10-31,,,,1997,10,31,,-0.15647,0.02025,0.15777
1997-11-01,-1.31,1.224,-0.661,1997,11,1,,-0.04358,0.03396,0.05525
1997-11-02,,,,1997,11,2,,0.03747,0.0213,0.0431
1997-11-03,,,,1997,11,3,,0.09992,0.03157,0.10479
1997-11-04,,,,1997,11,4,,0.1709,0.04953,0.17794
1997-11-05,,,,1997,11,5,,0.29095,0.06442,0.29799
1997-11-06,,,,1997,11,6,,0.4114,0.08132,0.41936
1997-11-07,,,,1997,11,7,,0.48392,0.11137,0.49657
1997-11-08,,,,1997,11,8,,0.50316,0.20502,0.54332
1997-11-09,,,,1997,11,9,,0.52469,0.2588,0.58504
1997-11-10,,,,1997,11,10,,0.55142,0.27514,0.61625
1997-11-11,,,,1997,11,11,,0.56746,0.24341,0.61746
1997-11-12,,,,1997,11,12,,0.56616,0.23172,0.61175
1997-11-13,,,,1997,11,13,,0.60353,0.23887,0.64908
1997-11-14,,,,1997,11,14,,0.67796,0.26156,0.72667
