Date,SOI,PDO,AO,Year,Month,Day,Hour,PC1,PC2,PC1_2_Amp
2015-11-29,,,,2015,11,29,,0.21629,0.18379,0.28383
2015-11-30,,,,2015,11,30,,0.20274,0.19789,0.28331
2015-12-01,-1.0,-0.081,1.444,2015,12,1,,0.29729,0.17367,0.3443
2015-12-02,,,,2015,12,2,,0.3922,0.15076,0.42017
2015-12-03,,,,2015,12,3,,0.50143,0.0774,0.50737
2015-12-04,,,,2015,12,4,,0.51298,0.02946,0.51383
2015-12-05,,,,2015,12,5,,0.45149,-0.04068,0.45332
2015-12-06,,,,2015,12,6,,0.34795,-0.01518,0.34828
2015-12-07,,,,2015,12,7,,0.27558,0.04477,0.2792
2015-12-08,,,,2015,12,8,,0.1948,0.19166,0.27327
2015-12-09,,,,2015,12,9,,0.13635,0.37413,0.3982
2015-12-10,,,,2015,12,10,,0.00585,0.55102,0.55105
2015-12-11,,,,2015,12,11,,-0.1729,0.76393,0.78325
2015-12-12,,,,2015,12,12,,-0.34635,0.97806,1.03757
2015-12-13,,,,2015,12,13,,-0.46458,1.09383,1.1884
2015-12-14,,,,2015,12,14,,-0.62738,1.25422,1.40238
2015-12-15,,,,2015,12,15,,-0.82133,1.32776,1.56126
2015-12-16,,,,2015,12,16,,-0.98742,1.39144,1.7062
2015-12-17,,,,2015,12,17,,-1.14146,1.3817,1.79221
2015-12-18,,,,2015,12,18,,-1.23261,1.25739,1.76078
2015-12-19,,,,2015,12,19,,-1.29046,1.10626,1.69973
2015-12-20,,,,2015,12,20,,-1.31415,0.92342,1.60614
2015-12-21,,,,2015,12,21,,-1.36553,0.68844,1.52925
2015-12-22,,,,2015,12,22,,-1.45057,0.43548,1.51453
2015-12-23,,,,2015,12,23,,-1.47315,0.08709,1.47572
2015-12-24,,,,2015,12,24,,-1.49734,-0.28744,1.52468
2015-12-25,,,,2015,12,25,,-1.52632,-0.70711,1.68216
2015-12-26,,,,2015,12,26,,-1.50807,-1.14575,1.89394
2015-12-27,,,,2015,12,27,,-1.38315,-1.45552,2.0079
2015-12-28,,,,2015,12,28,,-1.19935,-1.69172,2.07373
2015-12-29,,,,2015,12,29,,-0.95535,-1.92812,2.15182
2015-12-30,,,,2015,12,30,,-0.70746,-2.17121,2.28356
2015-12-31,,,,2015,12,31,,-0.45473,-2.37058,2.4138
2016-01-01,-2.12,0.547,-1.449,2016,1,1,,-0.07809,-2.52392,2.52512
2016-01-02,,,,2016,1,2,,0.35484,-2.57523,2.59956
2016-01-03,,,,2016,1,3,,0.84107,-2.54598,2.68131
2016-01-04,,,,2016,1,4,,1.33925,-2.40792,2.75529
2016-01-05,,,,2016,1,5,,1.73048,-2.23556,2.82706
2016-01-06,,,,2016,1,6,,2.01966,-2.07625,2.89652
2016-01-07,,,,2016,1,7,,2.22075,-1.89068,2.91657
2016-01-08,,,,2016,1,8,,2.43482,-1.67519,2.95544
2016-01-09,,,,2016,1,9,,2.61374,-1.45289,2.9904
2016-01-10,,,,2016,1,10,,2.78331,-1.22063,3.03921
2016-01-11,,,,2016,1,11,,2.88028,-1.0109,3.05253
2016-01-12,,,,2016,1,12,,2.87055,-0.80728,2.98191
2016-01-13,,,,2016,1,13,,2.80803,-0.65019,2.88232
2016-01-14,,,,2016,1,14,,2.68317,-0.51871,2.73285
2016-01-15,,,,2016,1,15,,2.57002,-0.45062,2.60922
2016-01-16,,,,2016,1,16,,2.52139,-0.40131,2.55313
2016-01-17,,,,2016,1,17,,2.42053,-0.33782,2.44399
2016-01-18,,,,2016,1,18,,2.24889,-0.21017,2.25869
2016-01-19,,,,2016,1,19,,1.95822,-0.02471,1.95837
2016-01-20,,,,2016,1,20,,1.61026,0.20325,1.62304
2016-01-21,,,,2016,1,21,,1.34319,0.40189,1.40203
2016-01-22,,,,2016,1,22,,1.07012,0.57659,1.21558
2016-01-23,,,,2016,1,23,,0.75751,0.77777,1.0857
2016-01-24,,,,2016,1,24,,0.48571,1.0133,1.12369
2016-01-25,,,,2016,1,25,,0.23045,1.2574,1.27834
2016-01-26,,,,2016,1,26,,0.15679,1.52404,1.53209
2016-01-27,,,,2016,1,27,,0.13357,1.76966,1.7747
2016-01-28,,,,2016,1,28,,0.18795,1.94483,1.95389
2016-01-29,,,,2016,1,29,,0.24789,2.03337,2.04843
2016-01-30,,,,2016,1,30,,0.26346,2.11022,2.12661
2016-01-31,,,,2016,1,31,,0.24836,2.19519,2.2092
2016-02-01,-2.09,1.116,-0.024,2016,2,1,,0.25407,2.17393,2.18873
2016-02-02,,,,2016,2,2,,0.23543,2.12774,2.14072
2016-02-03,,,,2016,2,3,,0.13506,2.09968,2.10401
2016-02-04,,,,2016,2,4,,-0.1314,2.07227,2.07643
2016-02-05,,,,2016,2,5,,-0.442,2.03146,2.07899
2016-02-06,,,,2016,2,6,,-0.775,2.00883,2.15314
2016-02-07,,,,2016,2,7,,-1.02931,1.98138,2.23279
2016-02-08,,,,2016,2,8,,-1.26461,1.9424,2.31779
2016-02-09,,,,2016,2,9,,-1.4034,1.82636,2.30329
2016-02-10,,,,2016,2,10,,-1.54438,1.6824,2.28377
2016-02-11,,,,2016,2,11,,-1.7249,1.56273,2.32753
2016-02-12,,,,2016,2,12,,-1.89127,1.46792,2.3941
2016-02-13,,,,2016,2,13,,-1.98171,1.2074,2.32056
2016-02-14,,,,2016,2,14,,-2.06153,0.821,2.219
2016-02-15,,,,2016,2,15,,-2.09598,0.34902,2.12484
2016-02-16,,,,2016,2,16,,-2.18137,-0.0712,2.18254
2016-02-17,,,,2016,2,17,,-2.25931,-0.4402,2.30179
2016-02-18,,,,2016,2,18,,-2.30974,-0.7452,2.42697
2016-02-19,,,,2016,2,19,,-2.31889,-0.99682,2.52407
2016-02-20,,,,2016,2,20,,-2.258,-1.26268,2.58707
2016-02-21,,,,2016,2,21,,-2.04392,-1.59115,2.59024
2016-02-22,,,,2016,2,22,,-1.74588,-1.79807,2.50622
2016-02-23,,,,2016,2,23,,-1.32153,-1.91118,2.32358
2016-02-24,,,,2016,2,24,,-0.84644,-1.89802,2.0782
2016-02-25,,,,2016,2,25,,-0.31414,-1.79764,1.82488
2016-02-26,,,,2016,2,26,,0.1091,-1.67387,1.67742
2016-02-27,,,,2016,2,27,,0.39906,-1.53382,1.58488
2016-02-28,,,,2016,2,28,,0.66004,-1.37664,1.52669
2016-02-29,,,,2016,2,29,,0.84609,-1.19305,1.46262
2016-03-01,-0.75,1.572,0.28,2016,3,1,,0.96375,-1.0612,1.43351
2016-03-02,,,,2016,3,2,,0.99924,-1.02147,1.42894
2016-03-03,,,,2016,3,3,,0.99917,-1.01856,1.42682
2016-03-04,,,,2016,3,4,,0.9853,-1.06507,1.45092
2016-03-05,,,,2016,3,5,,0.85062,-1.08675,1.38007
2016-03-06,,,,2016,3,6,,0.66744,-0.98893,1.19309
2016-03-07,,,,2016,3,7,,0.54007,-0.87244,1.02607
2016-03-08,,,,2016,3,8,,0.45788,-0.71233,0.84679
2016-03-09,,,,2016,3,9,,0.42889,-0.56735,0.71122
2016-03-10,,,,2016,3,10,,0.36561,-0.37348,0.52265
2016-03-11,,,,2016,3,11,,0.31777,-0.10056,0.3333
2016-03-12,,,,2016,3,12,,0.26747,0.21283,0.34181
2016-03-13,,,,2016,3,13,,0.17816,0.55725,0.58504
2016-03-14,,,,2016,3,14,,0.06344,0.8072,0.80969
2016-03-15,,,,2016,3,15,,-0.12547,0.96315,0.97129
2016-03-16,,,,2016,3,16,,-0.37628,1.14053,1.20099
2016-03-17,,,,2016,3,17,,-0.64712,1.20179,1.36494
2016-03-18,,,,2016,3,18,,-0.90606,1.21582,1.5163
2016-03-19,,,,2016,3,19,,-1.07708,1.1975,1.61063
2016-03-20,,,,2016,3,20,,-1.17295,1.12476,1.62508
2016-03-21,,,,2016,3,21,,-1.24826,1.07035,1.64432
2016-03-22,,,,2016,3,22,,-1.27909,1.0198,1.63587
2016-03-23,,,,2016,3,23,,-1.33748,1.00043,1.67024
2016-03-24,,,,2016,3,24,,-1.35792,0.97628,1.67245
2016-03-25,,,,2016,3,25,,-1.36445,0.83617,1.60028
2016-03-26,,,,2016,3,26,,-1.30057,0.64405,1.4513
2016-03-27,,,,2016,3,27,,-1.17974,0.42768,1.25487
2016-03-28,,,,2016,3,28,,-1.09965,0.21509,1.12049
2016-03-29,,,,2016,3,29,,-1.05211,0.09996,1.05684
2016-03-30,,,,2016,3,30,,-0.92877,0.03438,0.92941
2016-03-31,,,,2016,3,31,,-0.79428,0.00263,0.79429
2016-04-01,-2.61,1.736,-1.051,2016,4,1,,-0.5962,-0.01864,0.59649
2016-04-02,,,,2016,4,2,,-0.33225,-0.10458,0.34832
2016-04-03,,,,2016,4,3,,-0.1034,-0.11553,0.15504
2016-04-04,,,,2016,4,4,,0.0093,-0.01499,0.01764
2016-04-05,,,,2016,4,5,,0.10823,0.11623,0.15881
2016-04-06,,,,2016,4,6,,0.23708,0.25581,0.34878
2016-04-07,,,,2016,4,7,,0.37382,0.37923,0.5325
2016-04-08,,,,2016,4,8,,0.40834,0.37588,0.555
2016-04-09,,,,2016,4,9,,0.35178,0.34018,0.48936
2016-04-10,,,,2016,4,10,,0.20859,0.2339,0.3134
2016-04-11,,,,2016,4,11,,0.01788,0.10999,0.11143
2016-04-12,,,,2016,4,12,,-0.06967,-0.01953,0.07236
2016-04-13,,,,2016,4,13,,-0.04481,-0.11605,0.1244
2016-04-14,,,,2016,4,14,,0.01493,-0.3181,0.31845
2016-04-15,,,,2016,4,15,,0.06034,-0.43475,0.43892
2016-04-16,,,,2016,4,16,,0.14338,-0.54862,0.56704
2016-04-17,,,,2016,4,17,,0.25283,-0.60838,0.65882
2016-04-18,,,,2016,4,18,,0.36449,-0.70237,0.79131
2016-04-19,,,,2016,4,19,,0.52883,-0.75596,0.92257
2016-04-20,,,,2016,4,20,,0.63129,-0.72327,0.96002
2016-04-21,,,,2016,4,21,,0.68551,-0.64666,0.94239
2016-04-22,,,,2016,4,22,,0.7225,-0.62101,0.95272
2016-04-23,,,,2016,4,23,,0.67534,-0.53561,0.86195
2016-04-24,,,,2016,4,24,,0.60308,-0.47011,0.76466
2016-04-25,,,,2016,4,25,,0.49428,-0.347,0.60392
2016-04-26,,,,2016,4,26,,0.39667,-0.19944,0.44399
2016-04-27,,,,2016,4,27,,0.37337,-0.07535,0.3809
2016-04-28,,,,2016,4,28,,0.36733,-0.00244,0.36734
2016-04-29,,,,2016,4,29,,0.47876,-0.01742,0.47907
2016-04-30,,,,2016,4,30,,0.58999,-0.02556,0.59054
2016-05-01,0.22,1.593,-0.036,2016,5,1,,0.70105,0.07092,0.70463
2016-05-02,,,,2016,5,2,,0.83778,0.18984,0.85902
2016-05-03,,,,2016,5,3,,1.02565,0.26573,1.05952
2016-05-04,,,,2016,5,4,,1.20171,0.27606,1.23301
2016-05-05,,,,2016,5,5,,1.3519,0.23003,1.37133
2016-05-06,,,,2016,5,6,,1.44741,0.21729,1.46363
2016-05-07,,,,2016,5,7,,1.55691,0.31519,1.58849
2016-05-08,,,,2016,5,8,,1.64273,0.42243,1.69617
2016-05-09,,,,2016,5,9,,1.69746,0.49162,1.76722
2016-05-10,,,,2016,5,10,,1.74763,0.55167,1.83264
2016-05-11,,,,2016,5,11,,1.69584,0.70707,1.83734
2016-05-12,,,,2016,5,12,,1.58409,0.90058,1.82219
2016-05-13,,,,2016,5,13,,1.44187,1.04802,1.78251
2016-05-14,,,,2016,5,14,,1.22318,1.2313,1.73559
2016-05-15,,,,2016,5,15,,1.00719,1.34425,1.67971
2016-05-16,,,,2016,5,16,,0.65444,1.42862,1.57138
2016-05-17,,,,2016,5,17,,0.29863,1.53193,1.56077
2016-05-18,,,,2016,5,18,,-0.06998,1.62637,1.62788
2016-05-19,,,,2016,5,19,,-0.45993,1.6261,1.68989
2016-05-20,,,,2016,5,20,,-0.65094,1.56548,1.69542
2016-05-21,,,,2016,5,21,,-0.85568,1.4358,1.67144
2016-05-22,,,,2016,5,22,,-0.97389,1.3416,1.65782
2016-05-23,,,,2016,5,23,,-0.99671,1.21516,1.57164
2016-05-24,,,,2016,5,24,,-0.98073,1.18225,1.53608
2016-05-25,,,,2016,5,25,,-0.90561,1.10845,1.43136
2016-05-26,,,,2016,5,26,,-0.86284,1.02309,1.33836
2016-05-27,,,,2016,5,27,,-0.82411,0.9803,1.28068
2016-05-28,,,,2016,5,28,,-0.72731,0.97301,1.21479
2016-05-29,,,,2016,5,29,,-0.7063,0.88651,1.13347
2016-05-30,,,,2016,5,30,,-0.73445,0.79679,1.08364
2016-05-31,,,,2016,5,31,,-0.83267,0.7194,1.1004
2016-06-01,0.44,0.983,0.312,2016,6,1,,-0.95935,0.6058,1.13461
2016-06-02,,,,2016,6,2,,-1.06397,0.37631,1.12856
2016-06-03,,,,2016,6,3,,-1.11436,0.19785,1.13179
2016-06-04,,,,2016,6,4,,-1.15009,0.07153,1.15231
2016-06-05,,,,2016,6,5,,-1.05916,-0.16675,1.0722
2016-06-06,,,,2016,6,6,,-1.01504,-0.44262,1.10735
2016-06-07,,,,2016,6,7,,-1.03158,-0.5699,1.17853
2016-06-08,,,,2016,6,8,,-0.92335,-0.59637,1.0992
2016-06-09,,,,2016,6,9,,-0.68185,-0.66271,0.95084
2016-06-10,,,,2016,6,10,,-0.41459,-0.64187,0.76412
2016-06-11,,,,2016,6,11,,-0.23142,-0.56456,0.61015
2016-06-12,,,,2016,6,12,,-0.03061,-0.43024,0.43133
2016-06-13,,,,2016,6,13,,0.21078,-0.27946,0.35004
2016-06-14,,,,2016,6,14,,0.42016,-0.06543,0.42522
2016-06-15,,,,2016,6,15,,0.65558,0.19075,0.68277
2016-06-16,,,,2016,6,16,,0.86534,0.38798,0.94833
2016-06-17,,,,2016,6,17,,1.04071,0.54605,1.17527
2016-06-18,,,,2016,6,18,,1.14597,0.75153,1.37041
2016-06-19,,,,2016,6,19,,1.12924,0.96145,1.48309
2016-06-20,,,,2016,6,20,,1.11465,1.238,1.66586
2016-06-21,,,,2016,6,21,,1.05824,1.37738,1.73696
2016-06-22,,,,2016,6,22,,0.85498,1.44387,1.67802
2016-06-23,,,,2016,6,23,,0.59268,1.53233,1.64295
2016-06-24,,,,2016,6,24,,0.39511,1.53298,1.58308
2016-06-25,,,,2016,6,25,,0.29337,1.42073,1.45071
2016-06-26,,,,2016,6,26,,0.04693,1.28801,1.28886
2016-06-27,,,,2016,6,27,,-0.23384,1.13179,1.15569
2016-06-28,,,,2016,6,28,,-0.43267,0.93899,1.03388
2016-06-29,,,,2016,6,29,,-0.6387,0.56962,0.8558
2016-06-30,,,,2016,6,30,,-0.85282,0.19655,0.87518
2016-07-01,0.45,0.549,0.848,2016,7,1,,-0.91653,-0.1011,0.92209
2016-07-02,,,,2016,7,2,,-0.87536,-0.40388,0.96404
2016-07-03,,,,2016,7,3,,-0.90604,-0.62061,1.09821
2016-07-04,,,,2016,7,4,,-0.98705,-0.75055,1.24
2016-07-05,,,,2016,7,5,,-0.91165,-0.84697,1.24437
2016-07-06,,,,2016,7,6,,-0.72875,-0.8969,1.15564
2016-07-07,,,,2016,7,7,,-0.50333,-0.93601,1.06276
2016-07-08,,,,2016,7,8,,-0.1946,-0.94701,0.9668
2016-07-09,,,,2016,7,9,,0.1743,-0.94456,0.96051
2016-07-10,,,,2016,7,10,,0.50625,-0.98357,1.10621
2016-07-11,,,,2016,7,11,,0.74648,-0.99797,1.24627
2016-07-12,,,,2016,7,12,,0.96376,-1.053,1.42746
2016-07-13,,,,2016,7,13,,1.22103,-1.10797,1.64879
2016-07-14,,,,2016,7,14,,1.38182,-1.10182,1.76732
2016-07-15,,,,2016,7,15,,1.46102,-1.07489,1.81382
2016-07-16,,,,2016,7,16,,1.54825,-0.98177,1.83329
2016-07-17,,,,2016,7,17,,1.55633,-0.79252,1.74649
2016-07-18,,,,2016,7,18,,1.52105,-0.57462,1.62597
2016-07-19,,,,2016,7,19,,1.47955,-0.32987,1.51588
2016-07-20,,,,2016,7,20,,1.44648,-0.08281,1.44885
2016-07-21,,,,2016,7,21,,1.34771,0.13298,1.35425
2016-07-22,,,,2016,7,22,,1.16725,0.34142,1.21616
2016-07-23,,,,2016,7,23,,0.92062,0.52777,1.06117
2016-07-24,,,,2016,7,24,,0.65864,0.63782,0.91685
2016-07-25,,,,2016,7,25,,0.38249,0.66856,0.77024
2016-07-26,,,,2016,7,26,,0.21265,0.66457,0.69776
2016-07-27,,,,2016,7,27,,0.04022,0.60196,0.60331
2016-07-28,,,,2016,7,28,,-0.15691,0.48887,0.51343
2016-07-29,,,,2016,7,29,,-0.32126,0.33817,0.46644
2016-07-30,,,,2016,7,30,,-0.40641,0.2836,0.49558
2016-07-31,,,,2016,7,31,,-0.46932,0.19987,0.51011
2016-08-01,0.4,-0.093,0.472,2016,8,1,,-0.48948,0.11982,0.50393
2016-08-02,,,,2016,8,2,,-0.48094,0.04828,0.48336
2016-08-03,,,,2016,8,3,,-0.48353,-0.00629,0.48357
2016-08-04,,,,2016,8,4,,-0.53189,-0.03344,0.53294
2016-08-05,,,,2016,8,5,,-0.60002,-0.01307,0.60016
2016-08-06,,,,2016,8,6,,-0.64294,-0.03023,0.64365
2016-08-07,,,,2016,8,7,,-0.69577,-0.11839,0.70577
2016-08-08,,,,2016,8,8,,-0.71924,-0.28602,0.77403
2016-08-09,,,,2016,8,9,,-0.79334,-0.43698,0.90572
2016-08-10,,,,2016,8,10,,-0.81776,-0.56408,0.99344
2016-08-11,,,,2016,8,11,,-0.8712,-0.66757,1.09756
2016-08-12,,,,2016,8,12,,-0.89626,-0.75364,1.17101
2016-08-13,,,,2016,8,13,,-0.88397,-0.87365,1.24285
2016-08-14,,,,2016,8,14,,-0.82319,-0.98678,1.28506
2016-08-15,,,,2016,8,15,,-0.74775,-1.1127,1.3406
2016-08-16,,,,2016,8,16,,-0.63959,-1.11376,1.28434
2016-08-17,,,,2016,8,17,,-0.54139,-0.99768,1.1351
2016-08-18,,,,2016,8,18,,-0.32466,-0.80328,0.86641
2016-08-19,,,,2016,8,19,,-0.08481,-0.68497,0.6902
2016-08-20,,,,2016,8,20,,0.18364,-0.58542,0.61355
2016-08-21,,,,2016,8,21,,0.3333,-0.46363,0.571
2016-08-22,,,,2016,8,22,,0.37138,-0.33422,0.49963
2016-08-23,,,,2016,8,23,,0.38522,-0.25101,0.45978
2016-08-24,,,,2016,8,24,,0.44749,-0.11945,0.46316
2016-08-25,,,,2016,8,25,,0.53972,-0.05232,0.54225
2016-08-26,,,,2016,8,26,,0.65701,-0.03423,0.6579
2016-08-27,,,,2016,8,27,,0.68733,-0.10782,0.69574
2016-08-28,,,,2016,8,28,,0.73266,-0.09448,0.73873
2016-08-29,,,,2016,8,29,,0.72779,-0.12053,0.73771
2016-08-30,,,,2016,8,30,,0.66076,-0.16028,0.67992
2016-08-31,,,,2016,8,31,,0.63955,-0.11713,0.65019
2016-09-01,1.28,-0.317,0.781,2016,9,1,,0.68951,-0.03822,0.69057
2016-09-02,,,,2016,9,2,,0.67845,0.10395,0.68637
2016-09-03,,,,2016,9,3,,0.58731,0.22268,0.62811
2016-09-04,,,,2016,9,4,,0.44089,0.2889,0.52711
2016-09-05,,,,2016,9,5,,0.28624,0.32774,0.43514
2016-09-06,,,,2016,9,6,,0.04554,0.35638,0.35928
2016-09-07,,,,2016,9,7,,-0.17911,0.42378,0.46008
2016-09-08,,,,2016,9,8,,-0.26631,0.51186,0.57699
2016-09-09,,,,2016,9,9,,-0.39768,0.54124,0.67163
2016-09-10,,,,2016,9,10,,-0.55824,0.59313,0.81451
2016-09-11,,,,2016,9,11,,-0.64897,0.61899,0.89684
2016-09-12,,,,2016,9,12,,-0.71306,0.67579,0.98242
2016-09-13,,,,2016,9,13,,-0.7494,0.73178,1.04743
2016-09-14,,,,2016,9,14,,-0.7438,0.80878,1.0988
2016-09-15,,,,2016,9,15,,-0.69825,0.83003,1.08467
2016-09-16,,,,2016,9,16,,-0.71324,0.87862,1.13168
2016-09-17,,,,2016,9,17,,-0.70999,0.83899,1.09909
2016-09-18,,,,2016,9,18,,-0.63916,0.749,0.98465
2016-09-19,,,,2016,9,19,,-0.60552,0.63487,0.87734
2016-09-20,,,,2016,9,20,,-0.6464,0.4254,0.77382
2016-09-21,,,,2016,9,21,,-0.74276,0.21847,0.77423
2016-09-22,,,,2016,9,22,,-0.85226,0.09827,0.85791
2016-09-23,,,,2016,9,23,,-0.95419,0.05918,0.95603
2016-09-24,,,,2016,9,24,,-0.98362,0.02829,0.98402
2016-09-25,,,,2016,9,25,,-0.90703,-0.04345,0.90807
2016-09-26,,,,2016,9,26,,-0.89155,-0.0947,0.89656
2016-09-27,,,,2016,9,27,,-0.93027,-0.09221,0.93483
2016-09-28,,,,2016,9,28,,-1.06597,-0.03135,1.06643
2016-09-29,,,,2016,9,29,,-1.17381,0.08694,1.17702
2016-09-30,,,,2016,9,30,,-1.17976,0.21989,1.20008
2016-10-01,-0.66,-0.343,-0.192,2016,10,1,,-1.12775,0.29315,1.16523
2016-10-02,,,,2016,10,2,,-1.10538,0.34543,1.1581
2016-10-03,,,,2016,10,3,,-1.09746,0.41068,1.17178
2016-10-04,,,,2016,10,4,,-1.12698,0.41846,1.20216
2016-10-05,,,,2016,10,5,,-1.09236,0.43997,1.17763
2016-10-06,,,,2016,10,6,,-1.09415,0.42361,1.17329
2016-10-07,,,,2016,10,7,,-1.0591,0.36503,1.12024
2016-10-08,,,,2016,10,8,,-1.01735,0.24214,1.04577
2016-10-09,,,,2016,10,9,,-0.94276,0.08168,0.94629
2016-10-10,,,,2016,10,10,,-0.87254,-0.09438,0.87763
2016-10-11,,,,2016,10,11,,-0.75974,-0.2423,0.79745
2016-10-12,,,,2016,10,12,,-0.70264,-0.3223,0.77303
2016-10-13,,,,2016,10,13,,-0.62947,-0.31237,0.70271
2016-10-14,,,,2016,10,14,,-0.5476,-0.32355,0.63604
2016-10-15,,,,2016,10,15,,-0.41855,-0.24652,0.48575
2016-10-16,,,,2016,10,16,,-0.1802,-0.11004,0.21114
2016-10-17,,,,2016,10,17,,0.02719,0.05904,0.065
2016-10-18,,,,2016,10,18,,0.19354,0.21359,0.28823
2016-10-19,,,,2016,10,19,,0.37537,0.35487,0.51656
2016-10-20,,,,2016,10,20,,0.52607,0.43654,0.6836
2016-10-21,,,,2016,10,21,,0.59969,0.44111,0.74445
2016-10-22,,,,2016,10,22,,0.55139,0.40484,0.68405
2016-10-23,,,,2016,10,23,,0.40496,0.34697,0.53327
2016-10-24,,,,2016,10,24,,0.28107,0.24618,0.37363
2016-10-25,,,,2016,10,25,,0.12843,0.22184,0.25633
2016-10-26,,,,2016,10,26,,-0.0071,0.19946,0.19958
2016-10-27,,,,2016,10,27,,-0.17554,0.15576,0.23468
2016-10-28,,,,2016,10,28,,-0.33992,0.11981,0.36041
2016-10-29,,,,2016,10,29,,-0.49047,0.08986,0.49864
2016-10-30,,,,2016,10,30,,-0.54246,0.08262,0.54872
2016-10-31,,,,2016,10,31,,-0.48022,0.12414,0.496
2016-11-01,-0.23,0.658,-0.611,2016,11,1,,-0.27713,0.2076,0.34626
2016-11-02,,,,2016,11,2,,-0.13513,0.26467,0.29717
2016-11-03,,,,2016,11,3,,0.00622,0.14189,0.14202
2016-11-04,,,,2016,11,4,,0.1112,-0.06922,0.13099
2016-11-05,,,,2016,11,5,,0.23521,-0.29683,0.37873
2016-11-06,,,,2016,11,6,,0.37135,-0.58979,0.69697
2016-11-07,,,,2016,11,7,,0.54927,-0.87485,1.03299
2016-11-08,,,,2016,11,8,,0.71941,-1.19329,1.39337
2016-11-09,,,,2016,11,9,,0.83481,-1.4356,1.66068
2016-11-10,,,,2016,11,10,,0.86072,-1.58278,1.80167
2016-11-11,,,,2016,11,11,,0.76445,-1.74441,1.90456
2016-11-12,,,,2016,11,12,,0.67467,-1.78901,1.912
2016-11-13,,,,2016,11,13,,0.62811,-1.81922,1.9246
2016-11-14,,,,2016,11,14,,0.64808,-1.75038,1.8665
2016-11-15,,,,2016,11,15,,0.68457,-1.56345,1.70676
2016-11-16,,,,2016,11,16,,0.7278,-1.35693,1.53978
2016-11-17,,,,2016,11,17,,0.80698,-1.09001,1.35622
2016-11-18,,,,2016,11,18,,0.81279,-0.82219,1.15612
2016-11-19,,,,2016,11,19,,0.80228,-0.56647,0.98211
2016-11-20,,,,2016,11,20,,0.79972,-0.28189,0.84795
2016-11-21,,,,2016,11,21,,0.74106,-0.00372,0.74107
2016-11-22,,,,2016,11,22,,0.60459,0.26792,0.66129
2016-11-23,,,,2016,11,23,,0.47595,0.37669,0.60698
2016-11-24,,,,2016,11,24,,0.36319,0.39204,0.53442
2016-11-25,,,,2016,11,25,,0.23168,0.37928,0.44444
2016-11-26,,,,2016,11,26,,0.05668,0.38813,0.39225
2016-11-27,,,,2016,11,27,,-0.00336,0.39998,0.4
2016-11-28,,,,2016,11,28,,-0.02125,0.41379,0.41433
2016-11-29,,,,2016,11,29,,-0.03358,0.40134,0.40274
2016-11-30,,,,2016,11,30,,-0.12518,0.34466,0.36669
2016-12-01,0.19,-0.022,0.179,2016,12,1,,-0.20828,0.30312,0.36778
2016-12-02,,,,2016,12,2,,-0.28292,0.28588,0.4022
2016-12-03,,,,2016,12,3,,-0.32899,0.26426,0.42198
2016-12-04,,,,2016,12,4,,-0.25445,0.29068,0.38632
2016-12-05,,,,2016,12,5,,-0.16323,0.29678,0.33871
2016-12-06,,,,2016,12,6,,-0.12319,0.33192,0.35404
2016-12-07,,,,2016,12,7,,-0.14214,0.31279,0.34357
2016-12-08,,,,2016,12,8,,-0.23046,0.25472,0.3435
2016-12-09,,,,2016,12,9,,-0.31285,0.23279,0.38996
2016-12-10,,,,2016,12,10,,-0.41464,0.20456,0.46235
2016-12-11,,,,2016,12,11,,-0.55927,0.17541,0.58613
2016-12-12,,,,2016,12,12,,-0.72872,0.15777,0.7456
2016-12-13,,,,2016,12,13,,-0.95957,0.15108,0.97139
2016-12-14,,,,2016,12,14,,-1.17946,0.11147,1.18472
2016-12-15,,,,2016,12,15,,-1.31491,0.08092,1.3174
2016-12-16,,,,2016,12,16,,-1.35703,0.03153,1.35739
2016-12-17,,,,2016,12,17,,-1.32881,0.04811,1.32968
2016-12-18,,,,2016,12,18,,-1.23807,0.07309,1.24023
2016-12-19,,,,2016,12,19,,-1.10734,0.15116,1.11761
2016-12-20,,,,2016,12,20,,-0.96361,0.19869,0.98388
2016-12-21,,,,2016,12,21,,-0.83825,0.28638,0.88582
2016-12-22,,,,2016,12,22,,-0.66462,0.3774,0.7643
2016-12-23,,,,2016,12,23,,-0.52677,0.40448,0.66414
2016-12-24,,,,2016,12,24,,-0.47062,0.34668,0.58453
2016-12-25,,,,2016,12,25,,-0.38441,0.33086,0.50719
2016-12-26,,,,2016,12,26,,-0.25788,0.34379,0.42976
2016-12-27,,,,2016,12,27,,-0.13631,0.32504,0.35247
2016-12-28,,,,2016,12,28,,-0.04437,0.29969,0.30295
2016-12-29,,,,2016,12,29,,0.01313,0.36321,0.36344
2016-12-30,,,,2016,12,30,,0.09627,0.41015,0.42129
2016-12-31,,,,2016,12,31,,0.13079,0.39813,0.41906
2017-01-01,0.08,-0.306,0.942,2017,1,1,,0.14577,0.41471,0.43958
2017-01-02,,,,2017,1,2,,0.18111,0.4121,0.45014
2017-01-03,,,,2017,1,3,,0.11589,0.41722,0.43302
2017-01-04,,,,2017,1,4,,-0.06145,0.35903,0.36425
2017-01-05,,,,2017,1,5,,-0.25545,0.29288,0.38863
2017-01-06,,,,2017,1,6,,-0.37237,0.21288,0.42892
2017-01-07,,,,2017,1,7,,-0.36634,0.08535,0.37615
2017-01-08,,,,2017,1,8,,-0.36447,-0.06053,0.36946
