,MeanWaterVaporDensity(kg/m^3),MedianWaterVaporDensity(kg/m^3),Location,Datetime,Date,Unnamed: 0,SOI,PDO,AO,Year,Month,Day,Hour,PC1,PC2,PC1_2_Amp,MJO_Phase
399,-711.9509976,0.002830181,USRAL,1/22/2026 16:06,1/22/2026,14305,,,,2026,1,22,,-0.61316,-0.79638,1.00508,1
400,-288.0725268,0.000878767,USRAL,1/23/2026 3:04,1/23/2026,14306,,,,2026,1,23,,-0.60898,-0.92758,1.10962,1
402,-237.3165007,0.001262998,USRAL,2/3/2026 16:04,2/3/2026,14317,,,,2026,2,3,,-0.35812,-1.00387,1.06584,1
405,-301.1256721,0.0025699,USRAL,2/4/2026 16:05,2/4/2026,14318,,,,2026,2,4,,-0.05081,-0.7824,0.78405,1
406,-325.7279486,0.002438071,USRAL,2/5/2026 2:42,2/5/2026,14319,,,,2026,2,5,,0.26475,-0.54485,0.60576,8
409,-461.4507919,0.000472758,USRAL,2/6/2026 3:03,2/6/2026,14320,,,,2026,2,6,,0.53439,-0.32387,0.62487,7
410,-262.2981823,0.000347217,USRAL,2/13/2026 0:25,2/13/2026,14327,,,,2026,2,13,,1.83638,1.41198,2.31645,6
412,-262.2981823,0.000347217,USRAL,2/14/2026 0:25,2/14/2026,14328,,,,2026,2,14,,1.99745,1.38781,2.43225,6
416,-296.6457686,0.001288887,USRAL,2/15/2026 2:55,2/15/2026,14329,,,,2026,2,15,,2.16909,1.36455,2.56261,6
417,9940.401368,0.000738223,USRAL,2/16/2026 20:48,2/16/2026,14330,,,,2026,2,16,,2.31519,1.28031,2.64562,6
419,-256.2290648,0.000620918,USRAL,2/17/2026 2:55,2/17/2026,14331,,,,2026,2,17,,2.4122,1.10941,2.65509,6
420,-235.631796,0.001590222,USRAL,2/19/2026 1:18,2/19/2026,14333,,,,2026,2,19,,2.079,0.71975,2.20007,6
422,-343.6971202,0.002525607,USRAL,2/20/2026 0:04,2/20/2026,14334,,,,2026,2,20,,1.85618,0.62505,1.95859,6
423,-193.1629051,0.000527966,USRAL,3/6/2026 20:56,3/6/2026,14348,,,,2026,3,6,,-1.22914,0.61303,1.37353,3
424,-220.5132153,0.000978615,USRAL,3/7/2026 0:03,3/7/2026,14349,,,,2026,3,7,,-1.25618,0.53825,1.36663,3
425,0.000680537,6.85E-06,USSOM,7/12/2021 14:00,7/12/2021,12650,,,,2021,7,12,,0.76947,1.15385,1.38689,5
426,0.000178896,4.31E-05,USSOM,1/18/2026 6:00,1/18/2026,14301,,,,2026,1,18,,-0.86822,-0.22902,0.89792,2
427,0.000483428,9.38E-05,USSOM,1/22/2026 21:00,1/22/2026,14305,,,,2026,1,22,,-0.61316,-0.79638,1.00508,1
428,0.000508422,1.85E-05,USSOM,1/23/2026 3:00,1/23/2026,14306,,,,2026,1,23,,-0.60898,-0.92758,1.10962,1
430,0.000319242,1.76E-05,USSOM,2/3/2026 21:30,2/3/2026,14317,,,,2026,2,3,,-0.35812,-1.00387,1.06584,1
431,0.000331225,1.38E-05,USSOM,2/4/2026 3:00,2/4/2026,14318,,,,2026,2,4,,-0.05081,-0.7824,0.78405,1
433,0.000480118,1.42E-05,USSOM,2/5/2026 3:00,2/5/2026,14319,,,,2026,2,5,,0.26475,-0.54485,0.60576,8
435,0.000645786,1.25E-05,USSOM,2/6/2026 3:00,2/6/2026,14320,,,,2026,2,6,,0.53439,-0.32387,0.62487,7
436,0.000848567,1.13E-05,USSOM,2/13/2026 21:00,2/13/2026,14327,,,,2026,2,13,,1.83638,1.41198,2.31645,6
437,0.001299388,2.29E-05,USSOM,2/14/2026 3:00,2/14/2026,14328,,,,2026,2,14,,1.99745,1.38781,2.43225,6
439,0.001084182,2.14E-05,USSOM,2/15/2026 3:00,2/15/2026,14329,,,,2026,2,15,,2.16909,1.36455,2.56261,6
441,0.0004037,2.13E-05,USSOM,2/16/2026 3:00,2/16/2026,14330,,,,2026,2,16,,2.31519,1.28031,2.64562,6
443,0.000671292,1.44E-05,USSOM,2/17/2026 3:00,2/17/2026,14331,,,,2026,2,17,,2.4122,1.10941,2.65509,6
445,0.001249898,0.000142018,USSOM,2/18/2026 3:00,2/18/2026,14332,,,,2026,2,18,,2.21633,0.83069,2.36689,6
446,0.000266436,5.09E-06,USSOM,2/20/2026 21:00,2/20/2026,14334,,,,2026,2,20,,1.85618,0.62505,1.95859,6
447,0.000481462,1.37E-05,USSOM,2/21/2026 3:00,2/21/2026,14335,,,,2026,2,21,,1.54676,0.63,1.67013,6
448,0.00110603,3.18E-05,USSOM,3/2/2026 3:00,3/2/2026,14344,,,,2026,3,2,,-1.12483,0.83412,1.40036,3
449,0.000873727,7.00E-06,USSOM,3/6/2026 23:00,3/6/2026,14348,,,,2026,3,6,,-1.22914,0.61303,1.37353,3
450,0.001291464,1.32E-05,USSOM,3/7/2026 3:00,3/7/2026,14349,,,,2026,3,7,,-1.25618,0.53825,1.36663,3
451,0.000974716,0.001056448,USUND,2/5/2025 21:00,2/5/2025,13954,,,,2025,2,5,,-0.40738,1.14776,1.21791,4
452,0.000609247,6.09E-05,USUND,2/6/2025 0:00,2/6/2025,13955,,,,2025,2,6,,-0.53832,1.02953,1.16177,4
453,0.000626172,0.00060881,USUND,2/7/2025 3:00,2/7/2025,13956,,,,2025,2,7,,-0.61283,0.87894,1.07149,4
454,0.00010984,7.26E-06,USUND,2/12/2025 21:00,2/12/2025,13961,,,,2025,2,12,,-0.9387,-0.11252,0.94542,2
455,0.000501299,0.000522477,USUND,2/13/2025 0:00,2/13/2025,13962,,,,2025,2,13,,-0.97073,-0.31724,1.02125,2
457,0.000505505,0.000224892,USUND,2/14/2025 21:00,2/14/2025,13963,,,,2025,2,14,,-1.08685,-0.50862,1.19998,2
458,4.97E-05,9.97E-06,USUND,1/22/2026 21:00,1/22/2026,14305,,,,2026,1,22,,-0.61316,-0.79638,1.00508,1
459,5.18E-05,1.67E-05,USUND,1/23/2026 0:00,1/23/2026,14306,,,,2026,1,23,,-0.60898,-0.92758,1.10962,1
460,0.001356721,0.000653912,USVAL,2/3/2025 20:31,2/3/2025,13952,,,,2025,2,3,,-0.02948,1.37047,1.37078,4
462,0.001161674,0.000276557,USVAL,2/4/2025 2:20,2/4/2025,13953,,,,2025,2,4,,-0.24224,1.25398,1.27717,4
465,0.000648097,0.000127678,USVAL,2/5/2025 2:33,2/5/2025,13954,,,,2025,2,5,,-0.40738,1.14776,1.21791,4
469,0.001183541,5.60E-05,USVAL,2/6/2025 2:33,2/6/2025,13955,,,,2025,2,6,,-0.53832,1.02953,1.16177,4
471,0.000260678,9.24E-05,USVAL,2/7/2025 2:31,2/7/2025,13956,,,,2025,2,7,,-0.61283,0.87894,1.07149,4
472,0.000583972,1.05E-05,USVAL,2/12/2025 20:34,2/12/2025,13961,,,,2025,2,12,,-0.9387,-0.11252,0.94542,2
474,0.000705779,0.000106195,USVAL,2/13/2025 2:31,2/13/2025,13962,,,,2025,2,13,,-0.97073,-0.31724,1.02125,2
475,0.000265282,0.000101166,USVAL,2/14/2025 20:34,2/14/2025,13963,,,,2025,2,14,,-1.08685,-0.50862,1.19998,2
477,0.000799516,0.000105758,USVAL,2/15/2025 2:31,2/15/2025,13964,,,,2025,2,15,,-1.28628,-0.58378,1.41256,2
478,0.00022256,3.53E-05,USVAL,1/22/2026 21:00,1/22/2026,14305,,,,2026,1,22,,-0.61316,-0.79638,1.00508,1
479,0.000187935,3.86E-05,USVAL,1/23/2026 0:00,1/23/2026,14306,,,,2026,1,23,,-0.60898,-0.92758,1.10962,1
481,0.000140688,4.79E-05,USVAL,1/24/2026 3:00,1/24/2026,14307,,,,2026,1,24,,-0.67349,-1.07723,1.27043,1
483,0.000885696,0.000963654,USVAL,1/25/2026 1:04,1/25/2026,14308,,,,2026,1,25,,-0.8257,-1.32243,1.55904,1
485,0.000438648,0.000332145,USVAL,1/27/2026 2:45,1/27/2026,14310,,,,2026,1,27,,-1.07223,-1.53633,1.8735,1
487,0.000107394,9.98E-06,USVAL,1/28/2026 0:00,1/28/2026,14311,,,,2026,1,28,,-1.07215,-1.51496,1.85596,1
489,0.000153214,4.03E-06,USVAL,1/31/2026 0:28,1/31/2026,14314,,,,2026,1,31,,-0.90447,-1.23852,1.53363,1
490,0.000153214,4.03E-06,USVAL,2/3/2026 20:35,2/3/2026,14317,,,,2026,2,3,,-0.35812,-1.00387,1.06584,1
491,0.000189588,1.67E-05,USVAL,2/4/2026 0:00,2/4/2026,14318,,,,2026,2,4,,-0.05081,-0.7824,0.78405,1
494,0.000174089,2.22E-05,USVAL,2/5/2026 0:00,2/5/2026,14319,,,,2026,2,5,,0.26475,-0.54485,0.60576,8
498,0.00023955,2.80E-05,USVAL,2/11/2026 15:41,2/11/2026,14325,,,,2026,2,11,,1.49248,1.20043,1.91534,6
499,0.000468358,1.63E-05,USVAL,2/13/2026 20:28,2/13/2026,14327,,,,2026,2,13,,1.83638,1.41198,2.31645,6
501,0.000561491,2.32E-05,USVAL,2/14/2026 2:33,2/14/2026,14328,,,,2026,2,14,,1.99745,1.38781,2.43225,6
504,0.000557663,0.0001678,USVAL,2/15/2026 2:33,2/15/2026,14329,,,,2026,2,15,,2.16909,1.36455,2.56261,6
507,0.000455293,6.05E-05,USVAL,2/16/2026 2:30,2/16/2026,14330,,,,2026,2,16,,2.31519,1.28031,2.64562,6
510,0.000891236,4.93E-05,USVAL,2/17/2026 2:32,2/17/2026,14331,,,,2026,2,17,,2.4122,1.10941,2.65509,6
513,0.001444761,0.000249056,USVAL,2/18/2026 2:30,2/18/2026,14332,,,,2026,2,18,,2.21633,0.83069,2.36689,6
514,0.001634454,0.000160615,USVAL,3/10/2026 19:25,3/10/2026,14352,,,,2026,3,10,,-1.40194,0.00433,1.40195,3
515,0.001426162,4.49E-05,USVAL,3/26/2026 17:27,3/26/2026,14368,,,,2026,3,26,,-0.12827,-1.64049,1.64549,1
